==========================================
SLURM_JOB_ID = 691528
SLURM_NODELIST = gnode061
SLURM_JOB_GPUS = 0,1,2,3
==========================================

Training config is located in `experiment_config.yaml`

Output directory:   /ssd_scratch/cvit/aditya1/stylegan-v/experiments/rainbow_processed_128_stylegan-v_random3_max32_rainbow_augsenabled-7870d59/output
Training data:      data/rainbow_processed_128
Training duration:  25000 kimg
Number of GPUs:     2
Number of videos:   34525
Image resolution:   128
Conditional model:  False
Dataset x-flips:    True

Creating output directory...
Launching processes...
Loading training set...

Num videos:  69050
Image shape: [3, 128, 128]
Label shape: [0]

Constructing networks...
Resuming from "/ssd_scratch/cvit/aditya1/stylegan-v/experiments/rainbow_processed_128_stylegan-v_random3_max32_rainbow_augsenabled-7870d59/output/network-snapshot-000000.pkl"
Setting up augmentation...
Distributing across 2 GPUs...
Setting up training phases...
Setting up PyTorch plugin "bias_act_plugin"... Done.
Setting up PyTorch plugin "upfirdn2d_plugin"... Done.
Initializing logs...
Training for 25000 kimg...

tick 850   kimg 4284.1   time 12h 30m 07s  sec/tick 51.4    sec/kimg 10.19   maintenance 0.0    cpumem 4.10   gpumem 6.14   augment 0.854
tick 851   kimg 4289.1   time 12h 31m 02s  sec/tick 50.7    sec/kimg 10.06   maintenance 4.8    cpumem 4.10   gpumem 6.85   augment 0.855
tick 852   kimg 4294.2   time 12h 31m 53s  sec/tick 51.2    sec/kimg 10.15   maintenance 0.1    cpumem 4.10   gpumem 6.15   augment 0.854
tick 853   kimg 4299.2   time 12h 32m 44s  sec/tick 51.0    sec/kimg 10.13   maintenance 0.0    cpumem 4.10   gpumem 6.14   augment 0.854
tick 854   kimg 4304.3   time 12h 33m 36s  sec/tick 51.5    sec/kimg 10.21   maintenance 0.0    cpumem 4.10   gpumem 6.14   augment 0.856
tick 855   kimg 4309.3   time 12h 34m 27s  sec/tick 51.0    sec/kimg 10.12   maintenance 0.0    cpumem 4.10   gpumem 6.15   augment 0.857
tick 856   kimg 4314.3   time 12h 35m 18s  sec/tick 51.4    sec/kimg 10.19   maintenance 0.1    cpumem 4.10   gpumem 6.14   augment 0.857
tick 857   kimg 4319.4   time 12h 36m 10s  sec/tick 51.8    sec/kimg 10.29   maintenance 0.0    cpumem 4.10   gpumem 6.14   augment 0.859
tick 858   kimg 4324.4   time 12h 37m 02s  sec/tick 51.7    sec/kimg 10.26   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.861
tick 859   kimg 4329.5   time 12h 37m 54s  sec/tick 51.5    sec/kimg 10.21   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.863
tick 860   kimg 4334.5   time 12h 38m 45s  sec/tick 51.4    sec/kimg 10.20   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.861
tick 861   kimg 4339.5   time 12h 39m 37s  sec/tick 52.0    sec/kimg 10.32   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.861
tick 862   kimg 4344.6   time 12h 40m 29s  sec/tick 52.0    sec/kimg 10.31   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.860
tick 863   kimg 4349.6   time 12h 41m 21s  sec/tick 52.0    sec/kimg 10.32   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.860
tick 864   kimg 4354.7   time 12h 42m 13s  sec/tick 51.9    sec/kimg 10.30   maintenance 0.0    cpumem 4.11   gpumem 6.16   augment 0.861
tick 865   kimg 4359.7   time 12h 43m 05s  sec/tick 51.7    sec/kimg 10.25   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.862
tick 866   kimg 4364.7   time 12h 43m 57s  sec/tick 51.9    sec/kimg 10.30   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.864
tick 867   kimg 4369.8   time 12h 44m 48s  sec/tick 51.6    sec/kimg 10.23   maintenance 0.0    cpumem 4.11   gpumem 6.16   augment 0.863
tick 868   kimg 4374.8   time 12h 45m 40s  sec/tick 51.9    sec/kimg 10.29   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.860
tick 869   kimg 4379.9   time 12h 46m 32s  sec/tick 52.0    sec/kimg 10.31   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.860
tick 870   kimg 4384.9   time 12h 47m 24s  sec/tick 51.6    sec/kimg 10.24   maintenance 0.0    cpumem 4.11   gpumem 6.16   augment 0.861
tick 871   kimg 4389.9   time 12h 48m 15s  sec/tick 51.4    sec/kimg 10.19   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.862
tick 872   kimg 4395.0   time 12h 49m 07s  sec/tick 51.5    sec/kimg 10.22   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.861
tick 873   kimg 4400.0   time 12h 49m 59s  sec/tick 51.9    sec/kimg 10.30   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.862
tick 874   kimg 4405.1   time 12h 50m 50s  sec/tick 51.6    sec/kimg 10.23   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.863
tick 875   kimg 4410.1   time 12h 51m 42s  sec/tick 51.8    sec/kimg 10.27   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.864
tick 876   kimg 4415.1   time 12h 52m 34s  sec/tick 51.3    sec/kimg 10.19   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.863
tick 877   kimg 4420.2   time 12h 53m 25s  sec/tick 51.4    sec/kimg 10.20   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.864
tick 878   kimg 4425.2   time 12h 54m 16s  sec/tick 51.1    sec/kimg 10.15   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.866
tick 879   kimg 4430.3   time 12h 55m 08s  sec/tick 51.8    sec/kimg 10.27   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.867
tick 880   kimg 4435.3   time 12h 56m 00s  sec/tick 52.0    sec/kimg 10.31   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.868
tick 881   kimg 4440.3   time 12h 56m 51s  sec/tick 51.2    sec/kimg 10.15   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.869
tick 882   kimg 4445.4   time 12h 57m 42s  sec/tick 51.2    sec/kimg 10.16   maintenance 0.0    cpumem 4.11   gpumem 6.16   augment 0.870
tick 883   kimg 4450.4   time 12h 58m 33s  sec/tick 51.0    sec/kimg 10.12   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.869
tick 884   kimg 4455.5   time 12h 59m 25s  sec/tick 51.1    sec/kimg 10.15   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.868
tick 885   kimg 4460.5   time 13h 00m 16s  sec/tick 51.5    sec/kimg 10.22   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.868
tick 886   kimg 4465.5   time 13h 01m 08s  sec/tick 51.6    sec/kimg 10.23   maintenance 0.0    cpumem 4.11   gpumem 6.13   augment 0.869
tick 887   kimg 4470.6   time 13h 01m 59s  sec/tick 51.2    sec/kimg 10.17   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.871
tick 888   kimg 4475.6   time 13h 02m 50s  sec/tick 51.1    sec/kimg 10.14   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.871
tick 889   kimg 4480.7   time 13h 03m 42s  sec/tick 51.2    sec/kimg 10.17   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.868
tick 890   kimg 4485.7   time 13h 04m 33s  sec/tick 51.2    sec/kimg 10.15   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.867
tick 891   kimg 4490.7   time 13h 05m 24s  sec/tick 51.2    sec/kimg 10.16   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.867
tick 892   kimg 4495.8   time 13h 06m 15s  sec/tick 51.0    sec/kimg 10.11   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.868
tick 893   kimg 4500.8   time 13h 07m 06s  sec/tick 51.1    sec/kimg 10.14   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.870
tick 894   kimg 4505.9   time 13h 07m 57s  sec/tick 51.1    sec/kimg 10.14   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.870
tick 895   kimg 4510.9   time 13h 08m 49s  sec/tick 51.1    sec/kimg 10.15   maintenance 0.0    cpumem 4.11   gpumem 6.16   augment 0.871
tick 896   kimg 4515.9   time 13h 09m 40s  sec/tick 51.4    sec/kimg 10.20   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.871
tick 897   kimg 4521.0   time 13h 10m 32s  sec/tick 51.7    sec/kimg 10.26   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.871
tick 898   kimg 4526.0   time 13h 11m 24s  sec/tick 52.1    sec/kimg 10.34   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.871
tick 899   kimg 4531.1   time 13h 12m 16s  sec/tick 51.9    sec/kimg 10.30   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.874
tick 900   kimg 4536.1   time 13h 13m 07s  sec/tick 51.5    sec/kimg 10.22   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.877
tick 901   kimg 4541.1   time 13h 14m 03s  sec/tick 51.2    sec/kimg 10.15   maintenance 4.8    cpumem 4.11   gpumem 6.85   augment 0.877
tick 902   kimg 4546.2   time 13h 14m 55s  sec/tick 51.3    sec/kimg 10.19   maintenance 0.0    cpumem 4.11   gpumem 6.17   augment 0.879
tick 903   kimg 4551.2   time 13h 15m 46s  sec/tick 51.1    sec/kimg 10.14   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.879
tick 904   kimg 4556.3   time 13h 16m 37s  sec/tick 51.1    sec/kimg 10.13   maintenance 0.1    cpumem 4.11   gpumem 6.16   augment 0.880
tick 905   kimg 4561.3   time 13h 17m 28s  sec/tick 51.2    sec/kimg 10.17   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.879
tick 906   kimg 4566.3   time 13h 18m 20s  sec/tick 51.6    sec/kimg 10.24   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.879
tick 907   kimg 4571.4   time 13h 19m 12s  sec/tick 52.1    sec/kimg 10.34   maintenance 0.0    cpumem 4.11   gpumem 6.16   augment 0.876
tick 908   kimg 4576.4   time 13h 20m 04s  sec/tick 52.2    sec/kimg 10.36   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.875
tick 909   kimg 4581.5   time 13h 20m 57s  sec/tick 53.0    sec/kimg 10.51   maintenance 0.1    cpumem 4.11   gpumem 6.16   augment 0.877
tick 910   kimg 4586.5   time 13h 21m 51s  sec/tick 53.1    sec/kimg 10.54   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.877
tick 911   kimg 4591.5   time 13h 22m 44s  sec/tick 53.2    sec/kimg 10.57   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.875
tick 912   kimg 4596.6   time 13h 23m 37s  sec/tick 53.4    sec/kimg 10.59   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.876
tick 913   kimg 4601.6   time 13h 24m 30s  sec/tick 53.1    sec/kimg 10.54   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.878
tick 914   kimg 4606.7   time 13h 25m 24s  sec/tick 53.5    sec/kimg 10.61   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.880
tick 915   kimg 4611.7   time 13h 26m 17s  sec/tick 53.4    sec/kimg 10.59   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.880
tick 916   kimg 4616.7   time 13h 27m 11s  sec/tick 53.6    sec/kimg 10.63   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.880
tick 917   kimg 4621.8   time 13h 28m 05s  sec/tick 53.6    sec/kimg 10.63   maintenance 0.0    cpumem 4.11   gpumem 6.14   augment 0.877
tick 918   kimg 4626.8   time 13h 28m 58s  sec/tick 53.8    sec/kimg 10.67   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.877
tick 919   kimg 4631.9   time 13h 29m 52s  sec/tick 53.7    sec/kimg 10.65   maintenance 0.0    cpumem 4.11   gpumem 6.16   augment 0.879
tick 920   kimg 4636.9   time 13h 30m 46s  sec/tick 53.6    sec/kimg 10.63   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.879
tick 921   kimg 4641.9   time 13h 31m 40s  sec/tick 53.8    sec/kimg 10.67   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.878
tick 922   kimg 4647.0   time 13h 32m 33s  sec/tick 53.6    sec/kimg 10.63   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.875
tick 923   kimg 4652.0   time 13h 33m 27s  sec/tick 53.7    sec/kimg 10.65   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.876
tick 924   kimg 4657.1   time 13h 34m 21s  sec/tick 53.6    sec/kimg 10.63   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.874
tick 925   kimg 4662.1   time 13h 35m 14s  sec/tick 53.8    sec/kimg 10.67   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.872
tick 926   kimg 4667.1   time 13h 36m 08s  sec/tick 53.7    sec/kimg 10.65   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.874
tick 927   kimg 4672.2   time 13h 37m 02s  sec/tick 54.0    sec/kimg 10.71   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.875
tick 928   kimg 4677.2   time 13h 37m 56s  sec/tick 53.9    sec/kimg 10.69   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.877
tick 929   kimg 4682.3   time 13h 38m 50s  sec/tick 53.7    sec/kimg 10.65   maintenance 0.1    cpumem 4.11   gpumem 6.14   augment 0.877
tick 930   kimg 4687.3   time 13h 39m 44s  sec/tick 54.0    sec/kimg 10.72   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.879
tick 931   kimg 4692.3   time 13h 40m 38s  sec/tick 53.7    sec/kimg 10.66   maintenance 0.0    cpumem 4.11   gpumem 6.15   augment 0.878
tick 932   kimg 4697.4   time 13h 41m 32s  sec/tick 54.1    sec/kimg 10.73   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.880
tick 933   kimg 4702.4   time 13h 42m 26s  sec/tick 53.9    sec/kimg 10.69   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.879
tick 934   kimg 4707.5   time 13h 43m 20s  sec/tick 54.0    sec/kimg 10.71   maintenance 0.1    cpumem 4.11   gpumem 6.15   augment 0.881
tick 935   kimg 4712.5   time 13h 44m 14s  sec/tick 54.1    sec/kimg 10.73   maintenance 0.0    cpumem 4.11   gpumem 6.16   augment 0.882
tick 936   kimg 4717.5   time 13h 45m 08s  sec/tick 53.7    sec/kimg 10.66   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.883
tick 937   kimg 4722.6   time 13h 46m 02s  sec/tick 53.9    sec/kimg 10.70   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.884
tick 938   kimg 4727.6   time 13h 46m 55s  sec/tick 53.9    sec/kimg 10.69   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.884
tick 939   kimg 4732.7   time 13h 47m 49s  sec/tick 53.9    sec/kimg 10.70   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.883
tick 940   kimg 4737.7   time 13h 48m 44s  sec/tick 54.2    sec/kimg 10.75   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.883
tick 941   kimg 4742.7   time 13h 49m 38s  sec/tick 54.3    sec/kimg 10.77   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.881
tick 942   kimg 4747.8   time 13h 50m 32s  sec/tick 54.2    sec/kimg 10.76   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.882
tick 943   kimg 4752.8   time 13h 51m 27s  sec/tick 54.4    sec/kimg 10.79   maintenance 0.0    cpumem 4.12   gpumem 6.14   augment 0.882
tick 944   kimg 4757.9   time 13h 52m 21s  sec/tick 54.3    sec/kimg 10.77   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.883
tick 945   kimg 4762.9   time 13h 53m 15s  sec/tick 54.3    sec/kimg 10.77   maintenance 0.1    cpumem 4.12   gpumem 6.14   augment 0.885
tick 946   kimg 4767.9   time 13h 54m 10s  sec/tick 54.5    sec/kimg 10.81   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.885
tick 947   kimg 4773.0   time 13h 55m 04s  sec/tick 54.2    sec/kimg 10.75   maintenance 0.0    cpumem 4.12   gpumem 6.14   augment 0.886
tick 948   kimg 4778.0   time 13h 55m 58s  sec/tick 54.3    sec/kimg 10.78   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.886
tick 949   kimg 4783.1   time 13h 56m 53s  sec/tick 54.1    sec/kimg 10.73   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.887
tick 950   kimg 4788.1   time 13h 57m 47s  sec/tick 54.3    sec/kimg 10.78   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.889
tick 951   kimg 4793.1   time 13h 58m 45s  sec/tick 53.2    sec/kimg 10.56   maintenance 4.6    cpumem 4.12   gpumem 6.85   augment 0.890
tick 952   kimg 4798.2   time 13h 59m 39s  sec/tick 54.1    sec/kimg 10.74   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.890
tick 953   kimg 4803.2   time 14h 00m 33s  sec/tick 54.3    sec/kimg 10.78   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.889
tick 954   kimg 4808.3   time 14h 01m 27s  sec/tick 53.9    sec/kimg 10.70   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.886
tick 955   kimg 4813.3   time 14h 02m 22s  sec/tick 54.2    sec/kimg 10.75   maintenance 0.0    cpumem 4.12   gpumem 6.16   augment 0.883
tick 956   kimg 4818.3   time 14h 03m 16s  sec/tick 54.0    sec/kimg 10.71   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.884
tick 957   kimg 4823.4   time 14h 04m 10s  sec/tick 54.2    sec/kimg 10.76   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.886
tick 958   kimg 4828.4   time 14h 05m 04s  sec/tick 54.1    sec/kimg 10.73   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.887
tick 959   kimg 4833.5   time 14h 05m 58s  sec/tick 54.1    sec/kimg 10.72   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.884
tick 960   kimg 4838.5   time 14h 06m 52s  sec/tick 54.1    sec/kimg 10.74   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.881
tick 961   kimg 4843.5   time 14h 07m 46s  sec/tick 54.0    sec/kimg 10.71   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.880
tick 962   kimg 4848.6   time 14h 08m 41s  sec/tick 54.4    sec/kimg 10.78   maintenance 0.1    cpumem 4.12   gpumem 6.14   augment 0.881
tick 963   kimg 4853.6   time 14h 09m 34s  sec/tick 53.8    sec/kimg 10.68   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.883
tick 964   kimg 4858.7   time 14h 10m 29s  sec/tick 54.1    sec/kimg 10.74   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.880
tick 965   kimg 4863.7   time 14h 11m 23s  sec/tick 54.1    sec/kimg 10.73   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.881
tick 966   kimg 4868.7   time 14h 12m 17s  sec/tick 54.2    sec/kimg 10.76   maintenance 0.0    cpumem 4.12   gpumem 6.16   augment 0.883
tick 967   kimg 4873.8   time 14h 13m 11s  sec/tick 54.2    sec/kimg 10.76   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.885
tick 968   kimg 4878.8   time 14h 14m 06s  sec/tick 54.2    sec/kimg 10.76   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.885
tick 969   kimg 4883.9   time 14h 15m 00s  sec/tick 54.3    sec/kimg 10.78   maintenance 0.1    cpumem 4.12   gpumem 6.14   augment 0.884
tick 970   kimg 4888.9   time 14h 15m 54s  sec/tick 54.0    sec/kimg 10.72   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.885
tick 971   kimg 4893.9   time 14h 16m 48s  sec/tick 54.3    sec/kimg 10.77   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.882
tick 972   kimg 4899.0   time 14h 17m 42s  sec/tick 54.0    sec/kimg 10.71   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.883
tick 973   kimg 4904.0   time 14h 18m 37s  sec/tick 54.3    sec/kimg 10.77   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.885
tick 974   kimg 4909.1   time 14h 19m 31s  sec/tick 54.2    sec/kimg 10.76   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.887
tick 975   kimg 4914.1   time 14h 20m 25s  sec/tick 54.1    sec/kimg 10.74   maintenance 0.0    cpumem 4.12   gpumem 6.16   augment 0.888
tick 976   kimg 4919.1   time 14h 21m 19s  sec/tick 54.0    sec/kimg 10.72   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.888
tick 977   kimg 4924.2   time 14h 22m 13s  sec/tick 53.6    sec/kimg 10.64   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.889
tick 978   kimg 4929.2   time 14h 23m 07s  sec/tick 53.8    sec/kimg 10.68   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.890
tick 979   kimg 4934.3   time 14h 24m 00s  sec/tick 53.6    sec/kimg 10.64   maintenance 0.0    cpumem 4.12   gpumem 6.16   augment 0.891
tick 980   kimg 4939.3   time 14h 24m 54s  sec/tick 53.8    sec/kimg 10.68   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.892
tick 981   kimg 4944.3   time 14h 25m 48s  sec/tick 53.7    sec/kimg 10.65   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.894
tick 982   kimg 4949.4   time 14h 26m 42s  sec/tick 54.0    sec/kimg 10.71   maintenance 0.1    cpumem 4.12   gpumem 6.14   augment 0.893
tick 983   kimg 4954.4   time 14h 27m 36s  sec/tick 53.8    sec/kimg 10.68   maintenance 0.0    cpumem 4.12   gpumem 6.14   augment 0.895
tick 984   kimg 4959.5   time 14h 28m 30s  sec/tick 53.6    sec/kimg 10.64   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.897
tick 985   kimg 4964.5   time 14h 29m 23s  sec/tick 53.7    sec/kimg 10.65   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.895
tick 986   kimg 4969.5   time 14h 30m 17s  sec/tick 53.6    sec/kimg 10.63   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.897
tick 987   kimg 4974.6   time 14h 31m 11s  sec/tick 53.7    sec/kimg 10.66   maintenance 0.0    cpumem 4.12   gpumem 6.16   augment 0.899
tick 988   kimg 4979.6   time 14h 32m 04s  sec/tick 53.6    sec/kimg 10.63   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.901
tick 989   kimg 4984.7   time 14h 32m 58s  sec/tick 53.6    sec/kimg 10.64   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.898
tick 990   kimg 4989.7   time 14h 33m 52s  sec/tick 53.6    sec/kimg 10.64   maintenance 0.1    cpumem 4.12   gpumem 6.14   augment 0.894
tick 991   kimg 4994.7   time 14h 34m 45s  sec/tick 53.6    sec/kimg 10.64   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.891
tick 992   kimg 4999.8   time 14h 35m 39s  sec/tick 53.5    sec/kimg 10.62   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.888
tick 993   kimg 5004.8   time 14h 36m 32s  sec/tick 53.3    sec/kimg 10.57   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.884
tick 994   kimg 5009.9   time 14h 37m 26s  sec/tick 53.6    sec/kimg 10.64   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.881
tick 995   kimg 5014.9   time 14h 38m 20s  sec/tick 54.0    sec/kimg 10.72   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.879
tick 996   kimg 5019.9   time 14h 39m 14s  sec/tick 54.1    sec/kimg 10.74   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.879
tick 997   kimg 5025.0   time 14h 40m 08s  sec/tick 53.8    sec/kimg 10.67   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.880
tick 998   kimg 5030.0   time 14h 41m 02s  sec/tick 54.2    sec/kimg 10.75   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.881
tick 999   kimg 5035.1   time 14h 41m 56s  sec/tick 54.1    sec/kimg 10.73   maintenance 0.0    cpumem 4.12   gpumem 6.16   augment 0.882
tick 1000  kimg 5040.1   time 14h 42m 50s  sec/tick 53.9    sec/kimg 10.70   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.881
tick 1001  kimg 5045.1   time 14h 43m 49s  sec/tick 53.5    sec/kimg 10.62   maintenance 5.1    cpumem 4.12   gpumem 6.84   augment 0.882
tick 1002  kimg 5050.2   time 14h 44m 44s  sec/tick 54.4    sec/kimg 10.79   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.883
tick 1003  kimg 5055.2   time 14h 45m 38s  sec/tick 54.5    sec/kimg 10.80   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.884
tick 1004  kimg 5060.3   time 14h 46m 32s  sec/tick 54.3    sec/kimg 10.77   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.883
tick 1005  kimg 5065.3   time 14h 47m 27s  sec/tick 54.5    sec/kimg 10.82   maintenance 0.0    cpumem 4.12   gpumem 6.14   augment 0.884
tick 1006  kimg 5070.3   time 14h 48m 21s  sec/tick 54.3    sec/kimg 10.77   maintenance 0.1    cpumem 4.12   gpumem 6.14   augment 0.883
tick 1007  kimg 5075.4   time 14h 49m 15s  sec/tick 54.1    sec/kimg 10.74   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.882
tick 1008  kimg 5080.4   time 14h 50m 10s  sec/tick 54.3    sec/kimg 10.77   maintenance 0.1    cpumem 4.12   gpumem 6.14   augment 0.883
tick 1009  kimg 5085.5   time 14h 51m 04s  sec/tick 54.1    sec/kimg 10.73   maintenance 0.1    cpumem 4.12   gpumem 6.16   augment 0.885
tick 1010  kimg 5090.5   time 14h 51m 58s  sec/tick 54.5    sec/kimg 10.81   maintenance 0.1    cpumem 4.12   gpumem 6.15   augment 0.885
tick 1011  kimg 5095.5   time 14h 52m 53s  sec/tick 54.2    sec/kimg 10.76   maintenance 0.0    cpumem 4.12   gpumem 6.15   augment 0.887
tick 1012  kimg 5100.6   time 14h 53m 47s  sec/tick 54.4    sec/kimg 10.80   maintenance 0.1    cpumem 4.13   gpumem 6.15   augment 0.889
tick 1013  kimg 5105.6   time 14h 54m 41s  sec/tick 54.4    sec/kimg 10.79   maintenance 0.1    cpumem 4.13   gpumem 6.14   augment 0.891
tick 1014  kimg 5110.7   time 14h 55m 36s  sec/tick 54.6    sec/kimg 10.84   maintenance 0.1    cpumem 4.13   gpumem 6.14   augment 0.891
tick 1015  kimg 5115.7   time 14h 56m 31s  sec/tick 54.4    sec/kimg 10.80   maintenance 0.0    cpumem 4.13   gpumem 6.14   augment 0.892
tick 1016  kimg 5120.7   time 14h 57m 25s  sec/tick 54.3    sec/kimg 10.77   maintenance 0.1    cpumem 4.13   gpumem 6.15   augment 0.892
tick 1017  kimg 5125.8   time 14h 58m 19s  sec/tick 54.4    sec/kimg 10.80   maintenance 0.1    cpumem 4.13   gpumem 6.16   augment 0.891
